Movie ID,Title,Genres,Predicted Rating
1162,"Ruling Class, The (1972)",Comedy,4.27
312,Stuart Saves His Family (1995),Comedy,4.26
1226,"Quiet Man, The (1952)",Comedy|Romance,4.26
1174,Grosse Fatigue (1994),Comedy,4.25
717,Mouth to Mouth (Boca a boca) (1995),Comedy,4.25
3566,"Big Kahuna, The (2000)",Comedy|Drama,4.25
1446,Kolya (1996),Comedy,4.24
2491,Simply Irresistible (1999),Comedy|Romance,4.24
1158,Here Comes Cookie (1935),Comedy,4.24
3507,"Odd Couple, The (1968)",Comedy,4.24
901,Funny Face (1957),Comedy|Musical,4.23
1202,Withnail and I (1987),Comedy,4.23
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,4.23
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,4.23
1133,Talking About Sex (1994),Comedy|Drama,4.23
3199,Pal Joey (1957),Comedy|Musical|Romance,4.23
2767,Illuminata (1998),Comedy,4.23
109,Headless Body in Topless Bar (1995),Comedy,4.23
1175,Delicatessen (1991),Comedy|Sci-Fi,4.23
1081,Victor/Victoria (1982),Comedy|Musical,4.22
228,Destiny Turns on the Radio (1995),Comedy,4.22
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,4.22
2195,Dirty Work (1998),Comedy,4.22
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,4.22
1075,"Sexual Life of the Belgians, The (1994)",Comedy,4.22
34,Babe (1995),Children's|Comedy|Drama,4.21
2786,Haunted Honeymoon (1986),Comedy,4.21
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,4.21
2770,Bowfinger (1999),Comedy,4.21
1010,"Love Bug, The (1969)",Children's|Comedy,4.21
2796,Funny Farm (1988),Comedy,4.21
1143,Three Lives and Only One Death (1996),Comedy,4.21
1,Toy Story (1995),Animation|Children's|Comedy,4.21
1160,Six of a Kind (1934),Comedy,4.21
2798,Problem Child (1990),Comedy,4.21
1171,Bob Roberts (1992),Comedy,4.21
3462,Modern Times (1936),Comedy,4.21
1045,Love Is All There Is (1996),Comedy|Drama,4.21
256,Junior (1994),Comedy|Sci-Fi,4.21
1966,Metropolitan (1990),Comedy,4.21
2177,Family Plot (1976),Comedy|Thriller,4.21
856,Mille bolle blu (1993),Comedy,4.21
905,It Happened One Night (1934),Comedy,4.21
1180,Hear My Song (1991),Comedy,4.2
3307,City Lights (1931),Comedy|Drama|Romance,4.2
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,4.2
3693,"Toxic Avenger, The (1985)",Comedy|Horror,4.2
898,"Philadelphia Story, The (1940)",Comedy|Romance,4.2
3562,Committed (2000),Comedy|Drama,4.2
317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,4.2
