Movie ID,Title,Genres,Predicted Rating
1908,Resurrection Man (1998),Drama|Thriller,3.73
1106,"Leopard Son, The (1996)",Documentary,3.72
872,Aiqing wansui (1994),Drama,3.72
1162,"Ruling Class, The (1972)",Comedy,3.71
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,3.71
3150,"War Zone, The (1999)",Drama,3.71
1226,"Quiet Man, The (1952)",Comedy|Romance,3.71
1147,When We Were Kings (1996),Documentary,3.7
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.7
1100,Days of Thunder (1990),Action|Romance,3.7
873,Shadow of Angels (Schatten der Engel) (1976),Drama,3.7
652,"301, 302 (1995)",Mystery,3.7
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,3.7
1124,On Golden Pond (1981),Drama,3.69
3557,Jennifer 8 (1992),Thriller,3.69
