Movie ID,Title,Genres,Predicted Rating
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,4.3
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,4.29
3307,City Lights (1931),Comedy|Drama|Romance,4.28
923,Citizen Kane (1941),Drama,4.27
858,"Godfather, The (1972)",Action|Crime|Drama,4.27
3030,Yojimbo (1961),Comedy|Drama|Western,4.26
1203,12 Angry Men (1957),Drama,4.26
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4.26
1178,Paths of Glory (1957),Drama|War,4.26
593,"Silence of the Lambs, The (1991)",Drama|Thriller,4.25
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,4.25
608,Fargo (1996),Crime|Drama|Thriller,4.25
1251,8 1/2 (1963),Drama,4.25
318,"Shawshank Redemption, The (1994)",Drama,4.25
3730,"Conversation, The (1974)",Drama|Mystery,4.25
926,All About Eve (1950),Drama,4.25
670,"World of Apu, The (Apur Sansar) (1959)",Drama,4.24
2624,After Life (1998),Drama,4.24
3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,4.24
1300,My Life as a Dog (Mitt liv som hund) (1985),Drama,4.24
